Autor,Portada,Nombre del Libro,Valoración media,Calificados,Publicado,Descripción,Genero
Ilona Andrews,https://images.gr-assets.com/books/1530446207l/39320167.jpg,"Diamond Fire (Hidden Legacy, #3.5)",4.48 avg rating,"3,138 ratings",published 2018,"Nevada Frida Baylor and Connor Ander Rogan cordially invite you to join their wedding celebration. Summoning, weather manipulation, and other magical activities strictly forbidden. Catalina Baylor is looking forward to wearing her maid of honor dress and watching her older sister walk down the aislen  Nevada Frida Baylor and Connor Ander Rogan cordially invite you to join their wedding celebration. Summoning, weather manipulation, and other magical activities strictly forbidden.nnCatalina Baylor is looking forward to wearing her maid of honor dress and watching her older sister walk down the aisle. Then the wedding planner gets escorted off the premises, the bride’s priceless tiara disappears, and Rogan's extensive family overruns his mother’s home. Someone is cheating, someone is lying, and someone is plotting murder.nnTo make this wedding happen, Catalina will have to do the thing she fears most: use her magic. But she’s a Baylor and there’s nothing she wouldn't do for her sister's happiness. Nevada will have her fairy tale wedding, even if Catalina has to tear the mansion apart brick by brick to get it done.",paranormal
Wendy Webb,https://images.gr-assets.com/books/1532994404l/36530830.jpg,Daughters of the Lake,4.03 avg rating,"6,159 ratings",published 2018,"After the end of her marriage, Kate Granger has retreated to her parents’ home on Lake Superior to pull herself together—only to discover the body of a murdered woman washed into the shallows. Tucked in the folds of the woman’s curiously vintage gown is an infant, as cold and at peace as its mother.n  After the end of her marriage, Kate Granger has retreated to her parents’ home on Lake Superior to pull herself together—only to discover the body of a murdered woman washed into the shallows. Tucked in the folds of the woman’s curiously vintage gown is an infant, as cold and at peace as its mother. No one can identify the woman. Except for Kate. She’s seen her before. In her dreams…nnOne hundred years ago, a love story ended in tragedy, its mysteries left unsolved. It’s time for the lake to give up its secrets. As each mystery unravels, it pulls Kate deeper into the eddy of a haunting folktale that has been handed down in whispers over generations. Now, it’s Kate’s turn to listen.nnAs the drowned woman reaches out from the grave, Kate reaches back. They must come together, if only in dreams, to right the sinister wrongs of the past.",paranormal
Sarah J. Maas,https://images.gr-assets.com/books/1531922609l/33590260.jpg,"Kingdom of Ash (Throne of Glass, #7)",4.70 avg rating,"22,304 ratings",published 2018,"Years in the making, Sarah J. Maas’s #1 New York Times bestselling Throne of Glass series draws to an epic, unforgettable conclusion. Aelin Galathynius’s journey from slave to king’s assassin to the queen of a once-great kingdom reaches its heart-rending finale as war erupts across her world. . . Aen  Years in the making, Sarah J. Maas’s #1 New York Times bestselling Throne of Glass series draws to an epic, unforgettable conclusion. Aelin Galathynius’s journey from slave to king’s assassin to the queen of a once-great kingdom reaches its heart-rending finale as war erupts across her world. . .nnAelin has risked everything to save her people―but at a tremendous cost. Locked within an iron coffin by the Queen of the Fae, Aelin must draw upon her fiery will as she endures months of torture. Aware that yielding to Maeve will doom those she loves keeps her from breaking, though her resolve begins to unravel with each passing day…nnWith Aelin captured, Aedion and Lysandra remain the last line of defense to protect Terrasen from utter destruction. Yet they soon realize that the many allies they’ve gathered to battle Erawan’s hordes might not be enough to save them. Scattered across the continent and racing against time, Chaol, Manon, and Dorian are forced to forge their own paths to meet their fates. Hanging in the balance is any hope of salvation―and a better world.nnAnd across the sea, his companions unwavering beside him, Rowan hunts to find his captured wife and queen―before she is lost to him forever.nnAs the threads of fate weave together at last, all must fight, if they are to have a chance at a future. Some bonds will grow even deeper, while others will be severed forever in the explosive final chapter of the Throne of Glass series.",paranormal
Nalini Singh,https://images.gr-assets.com/books/1523986274l/38350780.jpg,"Archangel's Prophecy (Guild Hunter, #11)",4.26 avg rating,"2,486 ratings",published 2018,"Return to New York Times bestselling author Nalini Singh’s darkly passionate Guild Hunter world, where human-turned-angel Elena Deveraux, consort to Archangel Raphael, is thrust center stage into an eons-old prophecy.... Midnight and dawn, Elena’s wings are unique among angelkind…and now they’re fain  Return to New York Times bestselling author Nalini Singh’s darkly passionate Guild Hunter world, where human-turned-angel Elena Deveraux, consort to Archangel Raphael, is thrust center stage into an eons-old prophecy....nnMidnight and dawn, Elena’s wings are unique among angelkind…and now they’re failing. The first mortal to be turned into an immortal in angelic memory, she’s regressing. Becoming more and more human. Easier to hurt. Easier to kill.nnElena and Raphael must unearth the reason for the regression before it’s too late and Elena falls out of the sky. Yet even as they fight a furious battle for Elena’s very survival, violent forces are gathering in New York and across the world.nnIn China, the Archangel Favashi is showing the first signs of madness. In New York, a mysterious sinkhole filled with lava swallows a man whole. In Africa, torrential monsoon rains flood rolling deserts. And in Elena’s mind whispers a haunting voice that isn’t her own.nnThis time, survival may not be possible…not even for the consort of an archangel.",paranormal
K.F. Breene,https://images.gr-assets.com/books/1536328728l/41732557.jpg,"Sin & Chocolate (Demigod of San Francisco, #1)",4.22 avg rating,"2,365 ratings",published 2018,"Some people are ordained for greatness… Those people usually have a lot of drama in their life. Drama I happily do without. I live in a forgotten corner of nowhere for a reason: there is safety in anonymity. I have enough problems just trying to get by. But when Kieran, a sinfully sexy demigod at thn  Some people are ordained for greatness… nnThose people usually have a lot of drama in their life. Drama I happily do without. I live in a forgotten corner of nowhere for a reason: there is safety in anonymity. I have enough problems just trying to get by. nnBut when Kieran, a sinfully sexy demigod at the pinnacle of power, crashes into my life, suddenly my whole world is turned upside down. nnHe’s harboring a deadly secret, one that could destroy all he holds dear. He thinks I’m the key to his salvation, and he wants me to help him claim vengeance.nnHe also wants me with a passion that burns my body from the inside out. nnTo ignore him is impossible, but to give in to my desires, even for a night, would thrust me into danger I might not survive.nnRemember what I said about drama? Now I’m in it up to my eyeballs, and I’m not sure if I should run...or fight.",paranormal
Christine Feehan,https://images.gr-assets.com/books/1530638411l/38365170.jpg,Leopard's Run (Leopard People #10),4.34 avg rating,373 ratings,published 2018,"He keeps his emotions on a tight leash, but she can see the desire burning in his eyes...Timur Amurov has one purpose in life: protect his family at all costs. With lethal skills honed from a violent upbringing, Timur is a leopard shifter who sees any newcomers as possible threats--and the petite bln  He keeps his emotions on a tight leash, but she can see the desire burning in his eyes...Timur Amurov has one purpose in life: protect his family at all costs. With lethal skills honed from a violent upbringing, Timur is a leopard shifter who sees any newcomers as possible threats--and the petite blond barista who his sister-in-law, Evangeline, has hired to work in her bakery is definitely hiding something. While Timur still needs to determine if Ashe is an enemy, he does know that she is the only woman whose presence has ever truly calmed the beast roaring inside of him.Ashe Bronte is well aware she has a type: sexy, gorgeous and dangerous as hell. Despite the fact that Timur is all those things and more, Ashe is in San Antonio for reasons that do not involve getting wild with a ruthless leopard--and she cannot afford to make any mistakes. But Timur has ignited something deep within her, and even though she knows she should keep her distance, every move he makes has her craving a taste...",paranormal
Sarah J. Maas,https://images.gr-assets.com/books/1391580481l/17167166.jpg,"Crown of Midnight (Throne of Glass, #2)",4.47 avg rating,"236,517 ratings",published 2013,"""A line that should never be crossed is about to be breached. It puts this entire castle in jeopardy—and the life of your friend."" From the throne of glass rules a king with a fist of iron and a soul as black as pitch. Assassin Celaena Sardothien won a brutal contest to become his Champion. Yet Celan  ""A line that should never be crossed is about to be breached.nnIt puts this entire castle in jeopardy—and the life of your friend.""nnFrom the throne of glass rules a king with a fist of iron and a soul as black as pitch. Assassin Celaena Sardothien won a brutal contest to become his Champion. Yet Celaena is far from loyal to the crown. She hides her secret vigilantly; she knows that the man she serves is bent on evil.nnKeeping up the deadly charade becomes increasingly difficult when Celaena realizes she is not the only one seeking justice. As she tries to untangle the mysteries buried deep within the glass castle, her closest relationships suffer. It seems no one is above questioning her allegiances—not the Crown Prince Dorian; not Chaol, the Captain of the Guard; not even her best friend, Nehemia, a foreign princess with a rebel heart.nnThen one terrible night, the secrets they have all been keeping lead to an unspeakable tragedy. As Celaena's world shatters, she will be forced to give up the very thing most precious to her and decide once and for all where her true loyalties lie... and whom she is ultimately willing to fight for.",paranormal
Stephen King,https://images.gr-assets.com/books/1524596540l/36124936.jpg,The Outsider,4.09 avg rating,"57,323 ratings",published 2018,"An unspeakable crime. A confounding investigation. At a time when the King brand has never been stronger, he has delivered one of his most unsettling and compulsively readable stories. An eleven-year-old boy’s violated corpse is found in a town park. Eyewitnesses and fingerprints point unmistakablyn  An unspeakable crime. A confounding investigation. At a time when the King brand has never been stronger, he has delivered one of his most unsettling and compulsively readable stories.nnAn eleven-year-old boy’s violated corpse is found in a town park. Eyewitnesses and fingerprints point unmistakably to one of Flint City’s most popular citizens. He is Terry Maitland, Little League coach, English teacher, husband, and father of two girls. Detective Ralph Anderson, whose son Maitland once coached, orders a quick and very public arrest. Maitland has an alibi, but Anderson and the district attorney soon add DNA evidence to go with the fingerprints and witnesses. Their case seems ironclad.nnAs the investigation expands and horrifying answers begin to emerge, King’s propulsive story kicks into high gear, generating strong tension and almost unbearable suspense. Terry Maitland seems like a nice guy, but is he wearing another face? When the answer comes, it will shock you as only Stephen King can.",paranormal
Roberto Aguirre-Sacasa,https://images.gr-assets.com/books/1436302095l/23903751.jpg,Chilling Adventures of Sabrina #1,4.02 avg rating,"1,841 ratings",published 2014,"NEW ONGOING SERIES! Terror is born anew in this dark reimagining of Sabrina the Teenage Witch’s origin. On the eve of her sixteenth birthday, the young sorceress finds herself at a crossroads, having to choose between an unearthly destiny and her mortal boyfriend, Harvey. But a foe from her family’sn  NEW ONGOING SERIES! Terror is born anew in this dark reimagining of Sabrina the Teenage Witch’s origin. On the eve of her sixteenth birthday, the young sorceress finds herself at a crossroads, having to choose between an unearthly destiny and her mortal boyfriend, Harvey. But a foe from her family’s past has arrived in Greendale, Madame Satan, and she has her own deadly agenda. Archie Comic’s latest horror sensation starts here! For TEEN+ readers.",paranormal
T.S. Joyce,https://images.gr-assets.com/books/1539876547l/42385553.jpg,"Beck Bear (Daughters of Beasts, #2)",4.67 avg rating,"1,101 ratings",published 2018,"Juno Beck is trying to step out from the long shadow of her father and make her place in the music industry. But this bear shifter’s days are numbered and she’s running out of time to make her mark on the world. When she stops for a day trip to visit an old friend, she discovers the hiding place ofn  Juno Beck is trying to step out from the long shadow of her father and make her place in the music industry. But this bear shifter’s days are numbered and she’s running out of time to make her mark on the world. When she stops for a day trip to visit an old friend, she discovers the hiding place of one of country music’s bad-boys-who-got-away. But everything she thought she knew about Rhett Copeland from interviews is wrong, and he’s hiding a mountain of secrets. And as she struggles with the decision to do what’s right or what’s necessary, she begins discovering who she really is, and what she really stands for. And that singer she’s crushed on for all these years, is about to show her how it really is to live. Rhett Copeland threw away his destiny. The white lion shifter left his Pride to become a touring musician, but something important has sent him into hiding in a last-chance Crew of lumberjacks. His accounts are frozen, his muse is crippled, his fans are on the hunt for him, and his new Rogue Pride Crew gets on his nerves at every turn. All he wants to do is stay hidden, avoid as much logging work as possible, and pester his new Crew, but Juno Beck is going to expose him and all of his secrets to the public if he isn’t careful. Too bad she’s too interesting for her own good because his songwriting muse only wakes up around her, and now he can’t leave the mesmerizing stranger alone. But the more he lets Juno in, the more she threatens the life he’s carved out here in the wilderness of Rogue Pride territory. He has nothing but time, and she barely has any days left. He has lost his passion for the music, while she’s more driven than ever to make her mark on the industry. Lions and mole rats and bears, oh my! Two worlds collide in T. S. Joyce’s second installment of the Daughters of Beasts series. Content Warning: Explicit love scenes, naughty language, and piles of sexy shifter secrets. Intended for mature audiences.",paranormal
Sarah J. Maas,https://images.gr-assets.com/books/1497973101l/31450852.jpg,"Tower of Dawn (Throne of Glass, #6)",4.44 avg rating,"60,624 ratings",published 2017,"In the next installment of the New York Times bestselling Throne of Glass series, follow Chaol on his sweeping journey to a distant empire. Chaol Westfall has always defined himself by his unwavering loyalty, his strength, and his position as the Captain of the Guard. But all of that has changed sinn  In the next installment of the New York Times bestselling Throne of Glass series, follow Chaol on his sweeping journey to a distant empire.nnChaol Westfall has always defined himself by his unwavering loyalty, his strength, and his position as the Captain of the Guard. But all of that has changed since the glass castle shattered, since his men were slaughtered, since the King of Adarlan spared him from a killing blow, but left his body broken.nnHis only shot at recovery lies with the legendary healers of the Torre Cesme in Antica—the stronghold of the southern continent's mighty empire. And with war looming over Dorian and Aelin back home, their survival might lie with Chaol and Nesryn convincing its rulers to ally with them.nnBut what they discover in Antica will change them both—and be more vital to saving Erilea than they could have imagined.",paranormal
Sarah J. Maas,https://images.gr-assets.com/books/1460846511l/20613470.jpg,"Heir of Fire (Throne of Glass, #3)",4.52 avg rating,"188,879 ratings",published 2014,"Celaena has survived deadly contests and shattering heartbreak―but at an unspeakable cost. Now, she must travel to a new land to confront her darkest truth . . . a truth about her heritage that could change her life―and her future―forever. Meanwhile, brutal and monstrous forces are gathering on then  Celaena has survived deadly contests and shattering heartbreak―but at an unspeakable cost. Now, she must travel to a new land to confront her darkest truth . . . a truth about her heritage that could change her life―and her future―forever. Meanwhile, brutal and monstrous forces are gathering on the horizon, intent on enslaving her world. Will Celaena find the strength to not only fight her inner demons, but to take on the evil that is about to be unleashed?nnThe bestselling series that has captured readers all over the world reaches new heights in this sequel to the New York Times best-selling Crown of Midnight. Packed with heart-pounding action, fierce new characters, and swoon-worthy romance, this third book will enthrall readers from start to finish.",paranormal
Sarah J. Maas,https://images.gr-assets.com/books/1441230104l/18006496.jpg,"Queen of Shadows (Throne of Glass, #4)",4.59 avg rating,"157,847 ratings",published 2015,"The queen has returned. Everyone Celaena Sardothien loves has been taken from her. But she’s at last returned to the empire—for vengeance, to rescue her once-glorious kingdom, and to confront the shadows of her past… She has embraced her identity as Aelin Galathynius, Queen of Terrasen. But before sn  The queen has returned.nnEveryone Celaena Sardothien loves has been taken from her. But she’s at last returned to the empire—for vengeance, to rescue her once-glorious kingdom, and to confront the shadows of her past…nnShe has embraced her identity as Aelin Galathynius, Queen of Terrasen. But before she can reclaim her throne, she must fight.nnShe will fight for her cousin, a warrior prepared to die for her. She will fight for her friend, a young man trapped in an unspeakable prison. And she will fight for her people, enslaved to a brutal king and awaiting their lost queen’s triumphant return.nnThe fourth volume in the New York Times bestselling series continues Celaena’s epic journey and builds to a passionate, agonizing crescendo that might just shatter her world.",paranormal
Jeaniene Frost,https://images.gr-assets.com/books/1520442527l/38388574.jpg,"Shades of Wicked (Night Rebel, #1)",4.41 avg rating,"1,342 ratings",published 2018,"In this thrilling new Night Rebel series set in New York Times bestselling author Jeaniene Frost’s Night Huntress world, sexy and ruthless vampire Ian finally meets his match! The Rule Breaker Master vampire Ian is unrepentant, shameless…and every shade of wicked. He’s made one too many enemies in hn  In this thrilling new Night Rebel series set in New York Times bestselling author Jeaniene Frost’s Night Huntress world, sexy and ruthless vampire Ian finally meets his match!nnThe Rule BreakernnMaster vampire Ian is unrepentant, shameless…and every shade of wicked. He’s made one too many enemies in his two centuries of existence, including Dagon, a demon who now lays claim to his soul. Ian’s only chance to escape Dagon is to join forces with a Law Guardian, but he’s never been able to abide by the rules for long.nnThe Law MakernnVeritas’ normal role is police, judge and jury to reprobates like Ian. But she has her own ax to grind with Dagon, so if she can use Ian as bait…well, all’s fair in law and war. As they scour supernatural hotspots to perfect their trap, Veritas soon realizes Ian’s devil-may-care, roguish image hides something much more powerful. And Ian discovers that Veritas has shocking secrets of her own. As they’re drawn to each other with a passion as intense as their peril, either love or justice will prevail. But each will have devastating consequences…",paranormal
Leia Stone,https://images.gr-assets.com/books/1532497292l/40941601.jpg,Fallen Academy: Year One,3.95 avg rating,"5,991 ratings",published 2018,"Brielle Atwater isn't sure of much, but she knows a few things: 1. Having black wings is not normal. 2. Selling her soul to the demons was a mistake. 3. Lincoln Grey is the biggest asshole she's ever met … but not falling in love with him might prove impossible. When angels fell from the sky to warn  Brielle Atwater isn't sure of much, but she knows a few things: 1. Having black wings is not normal. 2. Selling her soul to the demons was a mistake. 3. Lincoln Grey is the biggest asshole she's ever met … but not falling in love with him might prove impossible.  When angels fell from the sky to war with the demons that ravaged Earth, their combined powers infected humanity. Now, the humans are assigned one of two fates, being either demon gifted or angel blessed. After wings sprout from Brielle's back at her awakening ceremony, she's sure she's an angel blessed celestial. It's not until she sees black wings that she realizes something is terribly wrong. Having sold her contract at a young age to save her father's life means she should be bound for Tainted Academy. That is, until a fallen angel unexpectedly fights for her to be accepted into Fallen Academy, the elite school for those that inhabit Angel City. She's immediately matched with her impossibly handsome celestial teacher, Lincoln Grey. Laying eyes on him, her first thought is that her time at the academy might actually be fun, but this theory quickly fades when she and Lincoln clash on day one. To further prove her admission into Fallen Academy is cursed, the entire school is thrown into chaos when an Abrus demon reveals that he knows Brielle's secret. Now, above all else, Lincoln must fight to protect her. To his surprise, the only thing more difficult than trying to save her … is trying not to fall for her. Full length 80K word novel Fallen Academy: Year One (September 1st 2018) Fallen Academy: Year Two (October 1st 2018) Fallen Academy: Year Three (December 1st 2018) Fallen Academy: Year Four (January 1st 2019) ",paranormal
Lisa Unger,https://images.gr-assets.com/books/1534927311l/41431168.jpg,The Sleep Tight Motel,3.71 avg rating,"1,630 ratings",published 2018,"A woman on the run finds refuge in a motel at the edge of the woods, with plenty of vacancies. Check in for the night with New York Times bestselling author Lisa Unger.Eve has a fake ID, a .38, and a violent lover receding in the rearview mirror. He’ll never find her at the isolated motel, and its kn  A woman on the run finds refuge in a motel at the edge of the woods, with plenty of vacancies. Check in for the night with New York Times bestselling author Lisa Unger.Eve has a fake ID, a .38, and a violent lover receding in the rearview mirror. He’ll never find her at the isolated motel, and its kindly manager is happy to ease her fears. But if Eve is the only guest, whom does she keep hearing on the other side of the wall? Eve won’t get a good night’s rest until she finds out.Lisa Unger’s The Sleep Tight Motel is part of Dark Corners, a collection of seven heart-stopping short stories by bestselling authors who give you so many new reasons to be afraid. Each story can be read in a single sitting. Or, if you have the nerve, you can listen all by yourself in the dark.",paranormal
Kristen Painter,https://images.gr-assets.com/books/1536198822l/41722576.jpg,"Miss Frost Chills The Cheater (Jayne Frost, #6)",4.64 avg rating,152 ratings,published 2018,"Welcome to Nocturne Falls, the town that celebrates Halloween 365 days a year. Jayne Frost is a lot of things. Winter elf, Jack Frost's daughter, Santa Claus's niece, heir to the Winter Throne and now...private investigator. Sort of. Jayne takes Sinclair on a much needed visit to her winter wonderlan  Welcome to Nocturne Falls, the town that celebrates Halloween 365 days a year. Jayne Frost is a lot of things. Winter elf, Jack Frost's daughter, Santa Claus's niece, heir to the Winter Throne and now...private investigator. Sort of. Jayne takes Sinclair on a much needed visit to her winter wonderland home, the North Pole. She wants him to see what her royal life is truly like. She knows the protocol and regulations that define her existence as heir to the Winter Throne aren’t for everyone and worries that it will be more than he wants to handle. All seems well until a weird coincidence in a toy contest has some of the citizens of the North Pole giving Sinclair the side-eye. He’s a necromancer, and not everyone is okay with that. Jayne vows to prove his presence and the apparent cheating are unrelated, but digging deeper uncovers all kinds of strange occurrences that only complicate things and make another perfectly clear. Someone doesn’t want Sinclair around. When that someone cracks and takes action, Sinclair is in danger of losing more than his good name. Can Jayne chill the rumors that threaten the royal family and keep Sinclair from being permanently iced? ",paranormal
Jennifer L. Armentrout,https://images.gr-assets.com/books/1526240882l/34221193.jpg,"The Darkest Star (Origin, #1)",4.28 avg rating,"1,948 ratings",published 2018,"When seventeen-year-old Evie Dasher is caught up in a raid at a notorious club known as one of the few places where humans and the surviving Luxen can mingle freely, she meets Luc, an unnaturally beautiful guy she initially assumes is a Luxen...but he is in fact something much more powerful. Her gron  When seventeen-year-old Evie Dasher is caught up in a raid at a notorious club known as one of the few places where humans and the surviving Luxen can mingle freely, she meets Luc, an unnaturally beautiful guy she initially assumes is a Luxen...but he is in fact something much more powerful. Her growing attraction for Luc will lead her deeper and deeper into a world she'd only heard about, a world where everything she thought she knew will be turned on its head...nn#1 New York Times, USA Today, and internationally bestselling author Jennifer L. Armentrout returns to the universe of the Lux in this brand new series, featuring beloved characters both new and old.",paranormal
Sarah J. Maas,https://images.gr-assets.com/books/1491595796l/16096824.jpg,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",4.27 avg rating,"282,098 ratings",published 2015,"Feyre's survival rests upon her ability to hunt and kill – the forest where she lives is a cold, bleak place in the long winter months. So when she spots a deer in the forest being pursued by a wolf, she cannot resist fighting it for the flesh. But to do so, she must kill the predator and killing son  Feyre's survival rests upon her ability to hunt and kill – the forest where she lives is a cold, bleak place in the long winter months. So when she spots a deer in the forest being pursued by a wolf, she cannot resist fighting it for the flesh. But to do so, she must kill the predator and killing something so precious comes at a price ...nnDragged to a magical kingdom for the murder of a faerie, Feyre discovers that her captor, his face obscured by a jewelled mask, is hiding far more than his piercing green eyes would suggest. Feyre's presence at the court is closely guarded, and as she begins to learn why, her feelings for him turn from hostility to passion and the faerie lands become an even more dangerous place. Feyre must fight to break an ancient curse, or she will lose him forever.",paranormal
Neil Gaiman,https://images.gr-assets.com/books/1497098563l/15783514.jpg,The Ocean at the End of the Lane,3.99 avg rating,"390,264 ratings",published 2013,"Sussex, England. A middle-aged man returns to his childhood home to attend a funeral. Although the house he lived in is long gone, he is drawn to the farm at the end of the road, where, when he was seven, he encountered a most remarkable girl, Lettie Hempstock, and her mother and grandmother. He hasn  Sussex, England. A middle-aged man returns to his childhood home to attend a funeral. Although the house he lived in is long gone, he is drawn to the farm at the end of the road, where, when he was seven, he encountered a most remarkable girl, Lettie Hempstock, and her mother and grandmother. He hasn't thought of Lettie in decades, and yet as he sits by the pond (a pond that she'd claimed was an ocean) behind the ramshackle old farmhouse, the unremembered past comes flooding back. And it is a past too strange, too frightening, too dangerous to have happened to anyone, let alone a small boy.nnForty years earlier, a man committed suicide in a stolen car at this farm at the end of the road. Like a fuse on a firework, his death lit a touchpaper and resonated in unimaginable ways. The darkness was unleashed, something scary and thoroughly incomprehensible to a little boy. And Lettie—magical, comforting, wise beyond her years—promised to protect him, no matter what.nnA groundbreaking work from a master, The Ocean at the End of the Lane is told with a rare understanding of all that makes us human, and shows the power of stories to reveal and shelter us from the darkness inside and out. It is a stirring, terrifying, and elegiac fable as delicate as a butterfly's wing and as menacing as a knife in the dark.",paranormal
Roberto Aguirre-Sacasa,https://images.gr-assets.com/books/1429132898l/25366502.jpg,Chilling Adventures of Sabrina #2,4.13 avg rating,"1,132 ratings",published 2015,"On the eve of Sabrina's sixteenth birthday, she faces a choice that will determine her destiny as a half-witch/half-mortal, an unspeakable terror arrives in Greendale, and her name is... MADAM SATAN! At long last, the secret history of the Queen of Hell is revealed, and she sets her vengeful gaze upn  On the eve of Sabrina's sixteenth birthday, she faces a choice that will determine her destiny as a half-witch/half-mortal, an unspeakable terror arrives in Greendale, and her name is... MADAM SATAN! At long last, the secret history of the Queen of Hell is revealed, and she sets her vengeful gaze upon the SPELLMAN family. No one, especially those close to Sabrina, is safe, and very, very soon, the quiet streets of Greendale will run red with blood...",paranormal
Victoria Schwab,https://images.gr-assets.com/books/1516638225l/35403058.jpg,"City of Ghosts (Cassidy Blake, #1)",4.01 avg rating,"9,737 ratings",published 2018,"Cassidy Blake's parents are The Inspectres, a (somewhat inept) ghost-hunting team. But Cass herself can REALLY see ghosts. In fact, her best friend, Jacob, just happens to be one. When The Inspectres head to ultra-haunted Edinburgh, Scotland, for their new TV show, Cass—and Jacob—come along. In Scotn  Cassidy Blake's parents are The Inspectres, a (somewhat inept) ghost-hunting team. But Cass herself can REALLY see ghosts. In fact, her best friend, Jacob, just happens to be one.nnWhen The Inspectres head to ultra-haunted Edinburgh, Scotland, for their new TV show, Cass—and Jacob—come along. In Scotland, Cass is surrounded by ghosts, not all of them friendly. Then she meets Lara, a girl who can also see the dead. But Lara tells Cassidy that as an In-betweener, their job is to send ghosts permanently beyond the Veil. Cass isn't sure about her new mission, but she does know the sinister Red Raven haunting the city doesn't belong in her world. Cassidy's powers will draw her into an epic fight that stretches through the worlds of the living and the dead, in order to save herself.",paranormal
Annette Marie,https://images.gr-assets.com/books/1533628669l/39676313.jpg,"Three Mages and a Margarita (The Guild Codex: Spellbound, #1)",4.14 avg rating,"1,490 ratings",published 2018,"Broke, almost homeless, and recently fired. Those are my official reasons for answering a wanted ad for a skeevy-looking bartender gig. It went downhill the moment they asked me to do a trial shift instead of an interview — to see if I'd mesh with their ""special"" clientele. I think that part went grn  Broke, almost homeless, and recently fired. Those are my official reasons for answering a wanted ad for a skeevy-looking bartender gig.nnIt went downhill the moment they asked me to do a trial shift instead of an interview — to see if I'd mesh with their ""special"" clientele. I think that part went great. Their customers were complete dickheads, and I was an asshole right back. That's the definition of fitting in, right?nnI expected to get thrown out on my ass. Instead, they… offered me the job?nnIt turns out this place isn't a bar. It's a guild. And the three cocky guys I drenched with a margarita during my trial? Yeah, they were mages. Either I'm exactly the kind of takes-no-shit bartender this guild needs, or there's a good reason no one else wants to work here.nnSo what's a broke girl to do? Take the job, of course — with a pay raise.nn--nNote: The three mages are definitely sexy, but this series isn't a reverse harem. It's 100% fun, sassy, fast-paced urban fantasy.nnTori has no problem getting herself into trouble in every book in the Guild Codex series, but each one is a complete adventure—no cliffhanger endings.nn--nTHE GUILD CODEX: SPELLBOUNDnThree Mages and a Margarita (#1)nDark Arts and a Daiquiri (#2)nTwo Witches and a Whiskey (#3)",paranormal
Deborah Harkness,https://images.gr-assets.com/books/1517954252l/38395454.jpg,Time's Convert,3.95 avg rating,"7,165 ratings",published 2018,"From the #1 New York Times bestselling author of A Discovery of Witches, a novel about what it takes to become a vampire. On the battlefields of the American Revolution, Matthew de Clermont meets Marcus MacNeil, a young surgeon from Massachusetts, during a moment of political awakening when it seemsn  From the #1 New York Times bestselling author of A Discovery of Witches, a novel about what it takes to become a vampire. nnOn the battlefields of the American Revolution, Matthew de Clermont meets Marcus MacNeil, a young surgeon from Massachusetts, during a moment of political awakening when it seems that the world is on the brink of a brighter future. When Matthew offers him a chance at immortality and a new life free from the restraints of his puritanical upbringing, Marcus seizes the opportunity to become a vampire. But his transformation is not an easy one and the ancient traditions and responsibilities of the de Clermont family clash with Marcus's deeply held beliefs in liberty, equality, and brotherhood.nnFast-forward to contemporary Paris, where Phoebe Taylor—the young employee at Sotheby's whom Marcus has fallen for—is about to embark on her own journey to immortality. Though the modernized version of the process at first seems uncomplicated, the couple discovers that the challenges facing a human who wishes to be a vampire are no less formidable than they were in the eighteenth century. The shadows that Marcus believed he'd escaped centuries ago may return to haunt them both—forever.nnA passionate love story and a fascinating exploration of the power of tradition and the possibilities not just for change but for revolution, Time's Convert channels the supernatural world-building and slow-burning romance that made the All Souls Trilogy instant bestsellers to illuminate a new and vital moment in history, and a love affair that will bridge centuries.",paranormal
Deborah Harkness,https://images.gr-assets.com/books/1389281784l/16054217.jpg,"The Book of Life (All Souls Trilogy, #3)",4.17 avg rating,"92,488 ratings",published 2014,"The #1 New York Times bestselling series finale and sequel to A Discovery of Witches and Shadow of Night Bringing the magic and suspense of the All Souls Trilogy to a deeply satisfying conclusion, this highly anticipated finale went straight to #1 on the New York Times bestseller list. In The Book on  The #1 New York Times bestselling series finale and sequel to A Discovery of Witches and Shadow of NightnnBringing the magic and suspense of the All Souls Trilogy to a deeply satisfying conclusion, this highly anticipated finale went straight to #1 on the New York Times bestseller list. In The Book of Life, Diana and Matthew time-travel back from Elizabethan London to make a dramatic return to the present—facing new crises and old enemies. At Matthew’s ancestral home, Sept-Tours, they reunite with the beloved cast of characters from  A Discovery of Witches—with one significant exception. But the real threat to their future has yet to be revealed, and when it is, the search for Ashmole 782 and its missing pages takes on even more urgency.",paranormal
