Autor,Portada,Nombre del Libro,Valoración media,Calificados,Publicado,Descripción,Genero
Christina Bauer,https://images.gr-assets.com/books/1491345503l/34461974.jpg,Shifters and Glyphs (Fairy Tales of the Magicorum #2),4.15 avg rating,62 ratings,published 2018,"“A fun romp for Twilight Fans” – School Library Journal After being raised by the meanest fairies in the history of ever, Bryar Rose is now free to live her own life. For the first time, she’s attending West Lake Prep, a regular high school. Well, mostly regular. Some students are actually hidden men  “A fun romp for Twilight Fans” – School Library Journal After being raised by the meanest fairies in the history of ever, Bryar Rose is now free to live her own life. For the first time, she’s attending West Lake Prep, a regular high school. Well, mostly regular. Some students are actually hidden members of the Magicorum. In other words, they’re really wizards, fairies, or shifters. Bry doesn’t mind, though. She’s thrilled to enjoy all the new experiences of being around normal kids her age, from locker pranks to lunchtime mystery meat. Everything is going along great, except for one thing.Bry’s dreams about the pyramids of Egypt have gotten darker and more sinister. Every night, she sees her new man Knox and her best friend Elle in danger.“Exciting and well-conceived” – KirkusWith no other choice, Bry plans to leave school to explore the pyramids on her own. But her new man Knox discovers the scheme and is having none of it. He wants to stay by her side, no matter what. It’s a good thing too, because Bry must solve the mystery of her attraction to the pyramids and soon. Otherwise, it could cost the lives of those she loves most. And that means not only Knox, but also her best friend Elle.“Must-read YA paranormal romance!” - USA TodayPerfect for readers who love young adult books, contemporary fantasy, fairy tales, satire/comedy, paranormal romance, fairies, magic users, shapeshifters, and coming of age stories....FAIRY TALES OF THE MAGICORUMSleeping Beauty1 - Wolves And Roses1.5 - Moonlight and Midtown2 - Shifters And GlyphsCinderella2.5 - Fairies and Frosting3 - Slippers And ThievesChristina Bauer is the author of the bestselling Angelbound series about Heaven, Hell and Purgatory, and the angels, demons, dragons, ghouls and humans that call them home; the Beholder series, about a medieval farm girl turned necromancer who needs to save the realm; the Fairy Tales of the Magicorum, which takes place in version of our modern world where fairies, shifters and wizards are real; and  Dimension Drift, where one sassy teenage girl-slash-scientist plots to save the future from its dystopian fate.",paranormal
Sloane Murphy,https://images.gr-assets.com/books/1538311739l/40847614.jpg,"A Princess's Duty (Of Fire and Frost, #1)",4.22 avg rating,89 ratings,published 2018,"Bestselling author Sloane Murphy presents the first book in a new paranormal Fae series, A Princess's Duty. Emilia Daarke has wanted to escape the Summer Court her entire life. She's not brutal like the other Fae. She's not savage. But they are. When the boy she loves, Cade Vasara, Crowned Prince ofn  Bestselling author Sloane Murphy presents the first book in a new paranormal Fae series, A Princess's Duty.nnEmilia Daarke has wanted to escape the Summer Court her entire life. She's not brutal like the other Fae. She's not savage. But they are.nnWhen the boy she loves, Cade Vasara, Crowned Prince of the Winter Court, kills Emilia's twin, they are torn apart and Emilia's love for Cade dies just like her sibling did.nnYears later, she has fallen in love with a hunter - a forbidden love that goes against all that she has been taught. A man her father will never approve of. When her secret is outed, her father captures her Hunter and gives Emilia an ultimatum.nnIf she succeeds, she'll lose the one she loves. But if she fails, he will die, and she will never be able to forgive herself...nnA Princess's Duty is the first book in the Of Fire and Frost duology. The story concludes in A King's Oath, releasing December 2018.",paranormal
Yumoyori Wilson,https://images.gr-assets.com/books/1532469650l/40939449.jpg,Reflections of Us (Brighten Magic Academy #3),4.41 avg rating,150 ratings,published 2018," Brighten Magic Academy held its set of challenges, but it didn't prepare us for the one year as Brighten Elite. A year has passed since my boyfriends and I made the executive decision to join the Brighten Elite. Not only did our experiences during our year away strengthen our use of magic, it reinfn   Brighten Magic Academy held its set of challenges, but it didn't prepare us for the one year as Brighten Elite.  A year has passed since my boyfriends and I made the executive decision to join the Brighten Elite. Not only did our experiences during our year away strengthen our use of magic, it reinforced the bonds in our relationships- both with me as a male and female. With a more confident attitude and power to go along with it, we're back at Brighten Magic Academy for our final year, but not everyone is pleased with our return. Students are dying, professors are going missing, and someone is out to ensure I stop breathing before I reach graduation ceremony. Not to forget my primary goal: to find the organization that is keeping my loved one imprisoned to lure me into whatever scheme they're hatching. Being a male showed me a different side of life, and with it came benefits that would help me end the brewing war. With Logan, Nixon, Braxton, Maximus, Kage, and Zane by my side, we will show our hidden enemies what a true Mage Warrior can do.   Will we prevail before we walk the stage of our graduation ceremony? We're about to find out.   ",paranormal
Erin Lindsey,https://images.gr-assets.com/books/1521108913l/37638197.jpg,Murder on Millionaires' Row,3.68 avg rating,79 ratings,published 2018,"Erin Lindsey takes readers on a chase through Gilded Age Manhattan, filled with wonderful historical details, ghosts, romance, and Pinkerton detectives in Murder on Millionaires' Row, a delightfully charming debut mystery. Rose Gallagher might dream of bigger things, but she’s content enough with hen  Erin Lindsey takes readers on a chase through Gilded Age Manhattan, filled with wonderful historical details, ghosts, romance, and Pinkerton detectives in Murder on Millionaires' Row, a delightfully charming debut mystery. nnRose Gallagher might dream of bigger things, but she’s content enough with her life as a housemaid. After all, it’s not every girl from Five Points who gets to spend her days in a posh Fifth Avenue brownstone, even if only to sweep its floors. But all that changes on the day her boss, Mr. Thomas Wiltshire, disappears. Rose is certain Mr. Wiltshire is in trouble, but the police treat his disappearance as nothing more than the whims of a rich young man behaving badly. Meanwhile, the friend who reported him missing is suspiciously unhelpful. With nowhere left to turn, Rose takes it upon herself to find her handsome young employer.nnThe investigation takes her from the marble palaces of Fifth Avenue to the sordid streets of Five Points. When a ghostly apparition accosts her on the street, Rose begins to realize that the world around her isn’t at all as it seems―and her place in it is about to change forever.",paranormal
Sherilee Gray,https://images.gr-assets.com/books/1536283176l/41729569.jpg,"Knight's Redemption (Knights of Hell, #1)",3.96 avg rating,79 ratings,published 2018,"With one fatal mistake, immortal demon hunter Lazarus started a chain reaction that set him and his five brothers on a collision course straight to Hell.  There’s only one way to save them all—claim his mate, a sweet beauty he doesn’t deserve and will only end up hurting. But immortals fall hard, ann  With one fatal mistake, immortal demon hunter Lazarus started a chain reaction that set him and his five brothers on a collision course straight to Hell.  There’s only one way to save them all—claim his mate, a sweet beauty he doesn’t deserve and will only end up hurting. But immortals fall hard, and walking away from her when it’s over is going to be near-impossible.  When bookstore owner Eve Taylor starts hearing the thoughts of others, she is certain she’s losing her mind. Until the day a wickedly seductive and dangerous warrior appears and introduces her to a terrifying new world—one she has been part of her whole life and never knew.  Now, with a traitor consumed by darkness and driven by revenge hunting them, they have one chance at survival. But they must give into the scorching desire that, if they let it, could destroy them both.",paranormal
Marit Wiesenberg,https://images.gr-assets.com/books/1516341291l/31180293.jpg,"Select Few (Select, #2)",3.96 avg rating,51 ratings,published 2018,"After rejecting the cult-like influence of her father's family, Julia moves into a fancy hotel in downtown Austin. But she finds herself alone except for her boyfriend, John--and her fears. Once again she's suppressing her abilities, afraid her family will come for John when they find out he's beenn  After rejecting the cult-like influence of her father's family, Julia moves into a fancy hotel in downtown Austin. But she finds herself alone except for her boyfriend, John--and her fears. Once again she's suppressing her abilities, afraid her family will come for John when they find out he's been developing abilities of his own in her presence. The FBI is also keeping a close eye on Julia hoping she can lead them to her father, Novak, as he's wanted for questioning in his former assistant's death.nnWith tensions high, Julia and John agree to go separate ways for the summer, paving the way for Julia to reunite with Angus, fellow outcast. Together they set out on a road trip to California to find Julia's mom and a way into Novak's secret underground world. Along the way Julia will learn the Puri perhaps aren't the only humans evolving into something different. . . and that maybe she's the leader her people have needed all along.",paranormal
Shannon K. Butcher,https://images.gr-assets.com/books/1532745641l/40964115.jpg,"Blood Bond (Sentinel Wars, #10)",4.46 avg rating,50 ratings,published 2018,"Justice has never known freedom. She woke up ten years ago, naked and alone with no memory of who or what she was. Since then, she’s been a prisoner, compelled by powers she doesn’t understand. She’s roamed the country, doing whatever the fates demanded of her, good or bad. Completely alone. Until nn  Justice has never known freedom. She woke up ten years ago, naked and alone with no memory of who or what she was. Since then, she’s been a prisoner, compelled by powers she doesn’t understand. She’s roamed the country, doing whatever the fates demanded of her, good or bad. Completely alone. Until now. Ronan is starving to death. Like all the Sanguinar, his survival depends on finding the dwindling traces of blood left behind by an ancient, magical race. Weeks ago, Justice saved his life and since then, it’s been her blood he craves, her face he dreams about. As evil closes in on all sides, threatening the only stronghold the Sentinels have to protect them, Ronan must find a way to gain Justice’s trust and free her from the dark powers that control her. Because if he can’t, the next person she is compelled to kill may be him.",paranormal
Lola Dodge,https://images.gr-assets.com/books/1535778081l/37173530.jpg,"Sugar Spells (The Spellwork Syndicate, #2)",4.12 avg rating,95 ratings,published 2018,"For fans of Hex Hall, The Magicians, Practical Magic, and Food Wars! After her run-in with a jealous warlock, apprentice baker Anise Wise can’t wait to get back the kitchen where she belongs. But thanks to her brush with death, the land of the living isn’t all cupcakes and marshmallows. Anise’s magin  For fans of Hex Hall, The Magicians, Practical Magic, and Food Wars!nnAfter her run-in with a jealous warlock, apprentice baker Anise Wise can’t wait to get back the kitchen where she belongs. But thanks to her brush with death, the land of the living isn’t all cupcakes and marshmallows.nnAnise’s magical mojo is way out of whack and her evolving powers are stirring up trouble. As the town buzzes with news that Anise can bake deathly spells, unsavory characters start lining up for a taste. They’ll stop at nothing for the chance to use Anise and her witchcraft to further their own plots.nnShe plans to hole up researching magic recipes until the attention dies down, but then she discovers the horrifying terms of her bodyguard’s contract. Wynn has saved her life so many times, she can’t leave him trapped. But doing the right thing will mean risking death or worse—being cast out of her dream job.nnFor this witch, justice might not be as sweet as advertised.",paranormal
Rhenna Morgan,https://images.gr-assets.com/books/1534773912l/40399339.jpg,Healer's Need,4.31 avg rating,90 ratings,published 2018,"When the hunter is your mate, being prey is anything but terrifying Coyote shifter Tate Allen has been watching. Learning his mate every possible way before he moves in. Protecting her through the night, always from afar. He’ll be the one to teach her about her gifts. He’ll be there when she changesn  When the hunter is your mate, being prey is anything but terrifyingnnCoyote shifter Tate Allen has been watching. Learning his mate every possible way before he moves in. Protecting her through the night, always from afar.nnHe’ll be the one to teach her about her gifts. He’ll be there when she changes for the first time.nnWith him, she’ll fulfill her destiny.nnElise Ralston loves Tate for the patience he’s shown. The faith he’s demonstrated—denying himself what he needs sexually, even as he teaches her about pleasure.nnFor Tate, Elise is willing to try. To revel in touch, to give him control…and to embrace her healer’s need.nnBut someone unknown is still stalking the clan, threatening more than Tate and Elise’s bond. And Elise is a prime target—precious for the magic she hasn’t even learned yet.",paranormal
Bridget Essex,https://images.gr-assets.com/books/1539221682l/42274935.jpg,The Bodyguard,4.13 avg rating,99 ratings,published 2018,"Guarding her heart was never part of the contract... Annie Bellfield is walking her dog early one morning when, from out of nowhere, a gorgeous stranger approaches her and starts to walk with her. The captivating woman's name is Nova, and Annie finds her intensely attractive... Until Nova pushes hern  Guarding her heart was never part of the contract... Annie Bellfield is walking her dog early one morning when, from out of nowhere, a gorgeous stranger approaches her and starts to walk with her. The captivating woman's name is Nova, and Annie finds her intensely attractive... Until Nova pushes her into a black van with no windows. Nova swears it isn't a kidnapping—that she's in charge of keeping Annie safe from someone or something she can't tell Annie about. Nova is frustrating, obtuse and cocky, but as Annie and Nova go on the run from this untold danger, Annie finds herself falling head over heels for her bodyguard. Mysteries, family secrets, werewolves and passionate romance combine...what could possibly go wrong?",paranormal
Victoria Danann,https://images.gr-assets.com/books/1539284381l/42280217.jpg,Stalk (Hotblooded Book 1),4.43 avg rating,84 ratings,published 2018,"EVERY BREATH YOU TAKE. ""Oh My God...it was awesome! My heart is still beating so fast!"" New York Times and USA Today bestseller, Victoria Danann, intros a werewolf series LIKE NO OTHER. (Eight times Amazon #1 bestseller in paranormal romance.) Seven alien wolf shifters trapped in our dimension findn  EVERY BREATH YOU TAKE.nn""Oh My God...it was awesome! My heart is still beating so fast!""nnNew York Times and USA Today bestseller, Victoria Danann, intros a werewolf series LIKE NO OTHER. (Eight times Amazon #1 bestseller in paranormal romance.)nnSeven alien wolf shifters trapped in our dimension find each other and form a pack. They think their biggest problem is the absence of females, right up until they become the focus of a gentlemen's hunting club.nnThe first coming of chaos. Twelve thousand years ago, members of a more advanced race crossed into our dimension when the barriers temporarily collapsed. Trapped in our world, the aliens, who were also shifters, built structures that eventually caused the great flood and the sinking of Atlantis. Some of the alien DNA survived in progeny that carried an untraceable shifter gene, dormant until awakened by mating with a full blooded werewolf.nnGET YOUR COPY TODAY and find out why readers are saying STALK is exciting, compelling, scary, intense, and breathtaking! How can a book be all those things and funny, too? It's Victoria Danann.",paranormal
Esther E. Schmidt,https://images.gr-assets.com/books/1538728601l/42185399.jpg,"Vampires (Death by Reaper MC, #2)",4.55 avg rating,98 ratings,published 2018,"Being kidnapped and unexpectedly thrust into the paranormal world she didn’t even know existed has overwhelmed Tessera. Even more, because her savior is the President of the Death by Reaper MC, Vampire Charter, who claimed her as his eternal mate Between protecting his mate from his own wrath and trn  Being kidnapped and unexpectedly thrust into the paranormal world she didn’t even know existed has overwhelmed Tessera. Even more, because her savior is the President of the Death by Reaper MC, Vampire Charter, who claimed her as his eternal matennBetween protecting his mate from his own wrath and trying to balance his MC duties, Jagger is fighting a battle bigger than the fight between good and evil. Finding a solution for the stack of danger that keeps growing might involve teaming up with a new enemy who is reluctant to join forces. With a threat of an apocalypse in the near future, there is no option other than to surrender to the truth more paranormal lives are needed to keep the rest of the world living.nnEvil hides in the inevitable to rectify redemption. Dive into book two of Death by Reaper MC and submit to the reality crawling into the darkness might be the only good this world has to offer.nnVampires can be read as a standalone. nFor a greater reading experience, recommended reading order:nHellhounds (Death by Reaper MC, #1)nVampires (Death by Reaper MC, #2)",paranormal
Christine Zolendz,https://images.gr-assets.com/books/1539381498l/42286061.jpg,Ravenswood,4.33 avg rating,18 ratings,published 2018,"From USA Today Bestseller Christine Zolendz, comes a new, haunting paranormal series. They're DYING to get in... In the southern swamps of Louisiana, an ominous and foreboding mansion beckons the young and curious tourists. But once they enter Ravenswood, they never return. And New Yorker Rainey Haln  From USA Today Bestseller Christine Zolendz, comes a new, haunting paranormal series.nThey're DYING to get in...nIn the southern swamps of Louisiana, an ominous and foreboding mansion beckons the young and curious tourists. But once they enter Ravenswood, they never return. nAnd New Yorker Rainey Halerow knows nothing about it...nThat is until her grandmother is brutally murdered under her nose and the answers to her mysterious and heinous death lie within the walls of Ravenswood. As the mansion lures her in, Rainey knows one thing is certain: more than death is trapped inside.",paranormal
Michele Callahan,https://images.gr-assets.com/books/1462409996l/30112139.jpg,Touch of Fire,4.39 avg rating,100 ratings,published 2018,"A trip with friends turns into a nightmare of epic proportions when a magic spell forces Kayla Evans to take an unexpected detour to nowhere-ville, New Mexico. The small town is full of crazies, mischievous baby fairies, talking animals and one hot hunk of a man who just won't leave her alone. In fan  A trip with friends turns into a nightmare of epic proportions when a magic spell forces Kayla Evans to take an unexpected detour to nowhere-ville, New Mexico. The small town is full of crazies, mischievous baby fairies, talking animals and one hot hunk of a man who just won't leave her alone. In fact, he's following her everywhere, stealing kisses, and making her want a little crazy of her own. But Kayla has a life, and living in the middle of a desert is not her idea of a good time, even if it does come with one amazing, and sexy benefit – a sexy fire elemental determined to melt her socks off. To the rest of the world, ancient mythology is just that, fairy tales. But for Xander and his magical brothers, it's all too real. Born into a long line of powerful but cursed men, he is destined to wait for the goddess to summon a mate for him using a powerful magical spell. When the magic summons sassy and willful Kayla, Xander faces the ultimate test. Kayla may not be able to resist his seduction, but Xander craves more than physical pleasure, he is determined to claim her heart.nnEnjoy another adventure set in S.E. Smith's Magic, New Mexico!",paranormal
Alexa Padgett,https://images.gr-assets.com/books/1532734393l/40963296.jpg,"A Heritage of Death (Reverend Cici Gurule Mysteries, #2)",4.35 avg rating,23 ratings,published 2018,"An unconventional woman. A brutal murder. To solve the case, one woman will look for help from beyond the grave… Cici Gurule wants to pretend her dream is nothing more than a meaningless nightmare. But the bruised and bloodied woman looked alarmingly like her. When a baby turns up on her porch — a bn  An unconventional woman. A brutal murder. To solve the case, one woman will look for help from beyond the grave…nnCici Gurule wants to pretend her dream is nothing more than a meaningless nightmare. But the bruised and bloodied woman looked alarmingly like her. When a baby turns up on her porch — a baby who was reported missing days before — evidence points to a connection with the woman in Cici's dream, and she can no longer ignore the nighttime vision. Cici and Detective Sam Chastain struggle to follow the garbled evidence, but the killer scores his victim first. Worse, a message pinned to the victim's blouse states, ""You're next.""nnNow, it’s a race against the clock to keep the baby safe and find the murderer before his trail goes cold. Cici's only chance to solve this mystery, before she becomes the next victim, means choosing between her faith and believing a message left by her ghostly twin.nnA Heritage of Death is the second novel in a compelling female sleuth mystery series for fans of Ruth Ware and Gilly MacMillan. If you like convention-shattering heroines, vivid Southwest settings, and a touch of the paranormal, then you'll love Alexa Padgett's twisty mystery.",paranormal
K.L.  Hughes,https://images.gr-assets.com/books/1534586157l/41213096.jpg,The Sea,4.12 avg rating,89 ratings,published 2018,"Literature professor Louise Richards has a secret. She isn’t human. Her evergreen body harbors a weathered soul, jaded and no longer thriving. That is, until fascinating student Nicole Stark walks into her classroom and awakens something within. Nicole is different and alluring in ways Louise can’tn  Literature professor Louise Richards has a secret. She isn’t human. Her evergreen body harbors a weathered soul, jaded and no longer thriving. That is, until fascinating student Nicole Stark walks into her classroom and awakens something within.nNicole is different and alluring in ways Louise can’t quite put her finger on. Who is this mysterious, enticing woman? What is she hiding? Louise would love to lose herself in those knowing eyes and that teasing smile, and find out everything.nA supernatural lesbian romance about embracing secrets and being true to ourselves.napprox. 4,000 words; short story",paranormal
Darby Karchut,https://images.gr-assets.com/books/1523359014l/35183477.jpg,Del Toro Moon,4.62 avg rating,45 ratings,published 2018,"“Ride hard, swing hard, and take out as many of those creepy critters as you can.” Twelve year old Matt Del Toro is the greenest greenhorn in his family’s centuries-old business: riding down and destroying wolf-like monsters, known as skinners. Now, with those creatures multiplying, both in number an  “Ride hard, swing hard, and take out as many of those creepy critters as you can.”nnTwelve year old Matt Del Toro is the greenest greenhorn in his family’s centuries-old business: riding down and destroying wolf-like monsters, known as skinners. Now, with those creatures multiplying, both in number and ferocity, Matt must saddle up and match his father’s skills at monster whacking. Odds of doing that? Yeah, about a trillion to one. Because Matt’s father is the legendary Javier Del Toro—hunter, scholar, and a true caballero: a gentleman of the horse.nnLuckily, Matt has twelve hundred pounds of backup in his best friend—El Cid, an Andalusian war stallion with the ability of human speech, more fighting savvy than a medieval knight, and a heart as big and steadfast as the Rocky Mountains.nnSerious horse power.nnThose skinners don’t stand a chance.",paranormal
India R. Adams,https://images.gr-assets.com/books/1537900915l/41952002.jpg,"Mercy (Forever, #3)",4.90 avg rating,29 ratings,published 2018,"Love may not conquer all... Three Days. Father will be released from prison in three days. And his threats against me are about to come to fruition. The danger is as real as Dereck’s and my love. Dereck is ready to fight for my life. I think he senses it’s coming to that. I’m his - in this life andn  Love may not conquer all...nnThree Days. Father will be released from prison in three days. And his threats against me are about to come to fruition. The danger is as real as Dereck’s and my love. nnDereck is ready to fight for my life. I think he senses it’s coming to that.nI’m his - in this life and any other life that exists - and I know he’ll do anything for me.nHis bright white light is blinding.nnBut with my life in danger, Dereck's kindness may not be enough to protect me this time.nThe clock is ticking… and my life is not be the only one at risk.",paranormal
Charlie Richards,https://images.gr-assets.com/books/1539106189l/42092262.jpg,You'll be the Death of Us (A Loving Nip #17),4.00 avg rating,64 ratings,published 2018,"Just a Little Love Bite: A long-awaited-for vacation ends in disaster, forcing one man to make the ultimate life and death choice. Eric Young and Daren Creston met when both attended a pride parade in Denver with friends. They'd immediately hit it off. Three months later, city-dwelling Eric moved inn  Just a Little Love Bite: A long-awaited-for vacation ends in disaster, forcing one man to make the ultimate life and death choice.nnEric Young and Daren Creston met when both attended a pride parade in Denver with friends. They'd immediately hit it off. Three months later, city-dwelling Eric moved in with small-town living Daren, and they made their home in Colin City. Seven years later, they are still very much in love. After years of saving, Eric and Daren head to a dude ranch for a little sun, fun, and sexy cowboy roleplay in the bedroom. The place has amazing reviews, is run by vampires, and was recommended by their wolf shifter buddies. After a tragic riding accident leaves Daren's life hanging perilously by a thread, Eric is willing to do anything to save his lover. Death, one of the Horsemen of the Apocalypse, hears Eric's cries. His interest is piqued. When Death makes the pretty human an offer--the price, Eric and Daren's souls--will Eric take it? And if he does, will Daren ever be able to forgive him?nReader Advisory: This is a M/M/M menage.",paranormal
Eve Langlais,https://images.gr-assets.com/books/1536622734l/41795790.jpg,Bearing His Name (Their Furever Mates #5),3.81 avg rating,37 ratings,published 2018,"Previously published in the anthology The Big Alpha in Town, New York Times bestselling author Eve Langlais, the paranormal queen of steam and sass, pulls out all the stops in this sexy, funny novella, Bearing His Name. Meeting his mate should have been cause for celebration. There’s just one teenyn  Previously published in the anthology The Big Alpha in Town, New York Times bestselling author Eve Langlais, the paranormal queen of steam and sass, pulls out all the stops in this sexy, funny novella, Bearing His Name. Meeting his mate should have been cause for celebration. There’s just one teeny tiny problem. Jade thinks Ark might have impregnated her sister. He didn’t, but convincing Jade is going to take a bit of honey.",paranormal
Ian Boothby,https://images.gr-assets.com/books/1535664045l/41572296.jpg,Exorsisters #1,3.30 avg rating,33 ratings,published 2018,"Did you sign a deal with the Devil? Has your fiancé been dragged to Hell? Then Kate and Cate Harrow should be the first ones you call for timely soul retrieval at a reasonable rate! But why are these identical twins so different? Is there a darker secret? An all-new ongoing series by Eisner Award-win  Did you sign a deal with the Devil? Has your fiancé been dragged to Hell? Then Kate and Cate Harrow should be the first ones you call for timely soul retrieval at a reasonable rate! But why are these identical twins so different? Is there a darker secret? An all-new ongoing series by Eisner Award-winning writer IAN BOOTHBY (The Simpsons, MAD Magazine), with art by GISÈLE LAGACÉ (Ménage a 3, Archie).",paranormal
Holly Evans,https://images.gr-assets.com/books/1529793596l/40620312.jpg,"Celestial Bones (Forged in Blood, #3)",3.76 avg rating,21 ratings,published 2018,"I thought everything was starting to fall into place. Then the world came crashing down around me. What started as a tedious job watching over some old elf-god bones quickly turned into blood rituals with me as the intended sacrifice, betrayal by one of the few people I trusted, and a whole lot of zn  I thought everything was starting to fall into place. Then the world came crashing down around me.nnWhat started as a tedious job watching over some old elf-god bones quickly turned into blood rituals with me as the intended sacrifice, betrayal by one of the few people I trusted, and a whole lot of zombies.nnAnd it’s all down hill from here.",paranormal
Rebecca Schaeffer,https://images.gr-assets.com/books/1523768993l/34324484.jpg,"Not Even Bones (Market of Monsters, #1)",4.10 avg rating,835 ratings,published 2018,"Dexter meets This Savage Song in this dark fantasy about a girl who sells magical body parts on the black market — until she’s betrayed. Nita doesn’t murder supernatural beings and sell their body parts on the internet—her mother does that. Nita just dissects the bodies after they’ve been “acquired.n  Dexter meets This Savage Song in this dark fantasy about a girl who sells magical body parts on the black market — until she’s betrayed.nnNita doesn’t murder supernatural beings and sell their body parts on the internet—her mother does that. Nita just dissects the bodies after they’ve been “acquired.” But when her mom brings home a live specimen, Nita decides she wants out — dissecting living people is a step too far.nnBut when she tries to save her mother’s victim, she ends up sold on the black market in his place — because Nita herself is a supernatural being. Now Nita is on the other side of the bars, and there is no line she won’t cross to escape and make sure no one can ever capture her again. nnNita did a good deed, and it cost her everything. Now she’s going to do a lot of bad deeds to get it all back.",paranormal
Nova Ren Suma,https://images.gr-assets.com/books/1521132181l/18046369.jpg,A Room Away From the Wolves,3.47 avg rating,405 ratings,published 2018,"Bina has never forgotten the time she and her mother ran away from home. Her mother promised they would hitchhike to the city to escape Bina’s cruel father and start over. But before they could even leave town, Bina had a new stepfather and two new stepsisters, and a humming sense of betrayal pullinn  Bina has never forgotten the time she and her mother ran away from home. Her mother promised they would hitchhike to the city to escape Bina’s cruel father and start over. But before they could even leave town, Bina had a new stepfather and two new stepsisters, and a humming sense of betrayal pulling apart the bond with her mother—a bond Bina thought was unbreakable.nnEight years later, after too many lies and with trouble on her heels, Bina finds herself on the side of the road again, the city of her dreams calling for her. She has an old suitcase, a fresh black eye, and a room waiting for her at Catherine House, a young women’s residence in Greenwich Village with a tragic history, a vow of confidentiality, and dark, magical secrets. There, Bina is drawn to her enigmatic downstairs neighbor Monet, a girl who is equal parts intriguing and dangerous. As Bina’s lease begins to run out, and nightmare and memory get tangled, she will be forced to face the terrible truth of why she’s come to Catherine House and what it will take for her to leave...",paranormal
Tessa Gratton,https://images.gr-assets.com/books/1517868348l/32824058.jpg,Strange Grace,3.70 avg rating,430 ratings,published 2018,"Once, a witch made a pact with a devil. The legend says they loved each other, but can the story be trusted at all? Long ago, a village made a bargain with the devil: to ensure their prosperity, when the Slaughter Moon rises, the village must sacrifice a young man into the depths of the Devil’s Foren  Once, a witch made a pact with a devil. The legend says they loved each other, but can the story be trusted at all?nnLong ago, a village made a bargain with the devil: to ensure their prosperity, when the Slaughter Moon rises, the village must sacrifice a young man into the depths of the Devil’s Forest.nnOnly this year, the Slaughter Moon has risen early.nnBound by duty, secrets, and the love they share for one another, Mairwen, a spirited witch; Rhun, the expected saint; and Arthur, a restless outcast, will each have a role to play as the devil demands a body to fill the bargain. But the devil these friends find is not the one they expect, and the lies they uncover will turn their town—and their hearts—inside out.",paranormal
Lydia Kang,https://images.gr-assets.com/books/1528779910l/39344110.jpg,The Impossible Girl,4.13 avg rating,401 ratings,published 2018,"Two hearts. Twice as vulnerable. Manhattan, 1850. Born out of wedlock to a wealthy socialite and a nameless immigrant, Cora Lee can mingle with the rich just as easily as she can slip unnoticed into the slums and graveyards of the city. As the only female resurrectionist in New York, she’s carved oun  Two hearts. Twice as vulnerable.nnManhattan, 1850. Born out of wedlock to a wealthy socialite and a nameless immigrant, Cora Lee can mingle with the rich just as easily as she can slip unnoticed into the slums and graveyards of the city. As the only female resurrectionist in New York, she’s carved out a niche procuring bodies afflicted with the strangest of anomalies. Anatomists will pay exorbitant sums for such specimens—dissecting and displaying them for the eager public.nnCora’s specialty is not only profitable, it’s a means to keep a finger on the pulse of those searching for her. She’s the girl born with two hearts—a legend among grave robbers and anatomists—sought after as an endangered prize.nnNow, as a series of murders unfolds closer and closer to Cora, she can no longer trust those she holds dear, including the young medical student she’s fallen for. Because someone has no intention of waiting for Cora to die a natural death.",paranormal
Colleen Houck,https://images.gr-assets.com/books/1517615252l/36546857.jpg,The Lantern's Ember,3.54 avg rating,404 ratings,published 2018,"Welcome to a world where nightmarish creatures reign supreme. Five hundred years ago, Jack made a deal with the devil. It’s difficult for him to remember much about his mortal days. So, he focuses on fulfilling his sentence as a Lantern—one of the watchmen who guard the portals to the Otherworld, an  Welcome to a world where nightmarish creatures reign supreme.nnFive hundred years ago, Jack made a deal with the devil. It’s difficult for him to remember much about his mortal days. So, he focuses on fulfilling his sentence as a Lantern—one of the watchmen who guard the portals to the Otherworld, a realm crawling with every nightmarish creature imaginable. Jack has spent centuries jumping from town to town, ensuring that nary a mortal—or not-so-mortal—soul slips past him. That is, until he meets beautiful Ember O’Dare. nnSeventeen, stubborn, and a natural-born witch, Ember feels a strong pull to the Otherworld. Undeterred by Jack’s warnings, she crosses into the forbidden plane with the help of a mysterious and debonair vampire—and the chase through a dazzling, dangerous world is on. Jack must do everything in his power to get Ember back where she belongs before both the earthly and unearthly worlds descend into chaos.",paranormal
